date,close,volume,open,high,low,change
2011-04-12,24.65,1357401.0000,25.08,25.21,24.3,-2.4535021764938705
2011-04-13,24.93,1211444.0000,25.13,25.69,24.81,1.1359026369168403
2011-04-14,25.14,983382.0000,24.87,25.28,24.2,0.8423586040914595
2011-04-15,25.58,943451.0000,25.65,26.18,25.41,1.7501988862370632
2011-04-18,25.03,1033871.0000,25.13,25.62,24.36,-2.150117279124305
2011-04-19,25.16,548393.0000,25.26,25.26,24.65,0.519376747902513
2011-04-20,25.75,837169.0000,25.7,26.09,25.3,2.3449920508744033
2011-04-21,26.74,1384909.0000,25.85,26.98,25.5901,3.844660194174751
2011-04-25,26.39,800839.0000,26.7,26.73,25.97,-1.3089005235602016
2011-04-26,26.93,1372343.0000,26.66,27.25,26.31,2.0462296324365257
2011-04-27,27.08,996901.0000,26.93,27.36,26.63,0.5569996286669089
2011-04-28,27.66,1644014.0000,27.07,27.69,26.72,2.141802067946831
2011-04-29,27.6,726240.0000,27.69,27.87,27.42,-0.21691973969630773
2011-05-02,27.45,784560.0000,27.6,27.8,27.06,-0.543478260869573
2011-05-03,26.87,913865.0000,27.38,27.39,26.5,-2.112932604735877
2011-05-04,26.69,1030850.0000,26.78,27.0,25.75,-0.6698920729438025
2011-05-05,26.44,1218449.0000,27.2,27.44,26.1701,-0.9366804046459348
2011-05-06,27.12,981606.0000,26.9,27.7,26.62,2.571860816944023
2011-05-09,27.91,916303.0000,27.0,28.0,26.85,2.912979351032445
2011-05-10,28.33,1535218.0000,28.24,28.95,27.91,1.5048369759942606
2011-05-11,27.07,961478.0000,28.2,28.2985,26.92,-4.447582068478638
2011-05-12,27.67,627640.0000,27.07,27.74,26.65,2.216475803472484
2011-05-13,27.55,661367.0000,28.0,28.1891,27.3,-0.4336826888326743
2011-05-16,26.6,755622.0000,27.99,27.99,26.55,-3.4482758620689626
2011-05-17,25.96,1234156.0000,27.0,27.0,25.72,-2.406015037593987
2011-05-18,26.35,729407.0000,26.1,26.47,25.52,1.5023112480739622
2011-05-19,28.2,2654467.0000,27.03,28.44,26.6,7.020872865275134
2011-05-20,27.97,842434.0000,28.26,28.28,27.35,-0.8156028368794341
2011-05-23,26.82,863548.0000,27.62,27.62,26.62,-4.1115480872363195
2011-05-24,26.72,613673.0000,27.02,27.5,26.6,-0.3728560775540694
2011-05-25,28.98,4691859.0000,26.9,29.01,26.17,8.458083832335335
2011-05-26,29.48,3336891.0000,28.82,29.76,28.1,1.725327812284334
2011-05-27,29.55,1687069.0000,29.54,29.67,28.82,0.23744911804613392
2011-05-31,30.14,3289111.0000,29.69,30.28,29.55,1.9966159052453463
2011-06-01,28.517,1529896.0000,30.0,30.1,28.38,-5.38487060384871
2011-06-02,28.76,983391.0000,28.52,29.32,28.51,0.8521232948767477
2011-06-03,30.13,6208734.0000,29.95,31.5,29.5,4.763560500695401
2011-06-06,28.7,2330917.0000,30.1,30.13,28.26,-4.746100232326584
2011-06-07,28.37,1222099.0000,28.94,29.39,28.26,-1.1498257839721195
2011-06-08,27.12,1695836.0000,28.44,28.6,27.02,-4.40606274233345
2011-06-09,27.62,1603120.0000,27.43,28.1,27.1,1.8436578171091444
2011-06-10,27.86,1566532.0000,27.52,28.2991,27.35,0.86893555394641
2011-06-13,28.43,1713392.0000,28.07,28.88,27.88,2.0459440057430016
2011-06-14,28.6,1573200.0000,28.54,29.7,28.52,0.5979599015124928
2011-06-15,27.32,1344678.0000,28.44,28.45,27.07,-4.475524475524479
2011-06-16,26.5,1842124.0000,27.67,28.0,25.74,-3.0014641288433395
2011-06-17,26.5,1713665.0000,26.87,27.7,26.14,0.0
2011-06-20,26.01,1537709.0000,26.29,26.46,25.5,-1.849056603773579
2011-06-21,27.53,1495963.0000,26.24,27.73,26.0,5.843906189926949
2011-06-22,27.21,1475533.0000,27.37,28.25,27.1,-1.162368325463132
2011-06-23,27.71,1169990.0000,27.2,27.72,26.21,1.8375597206909222
2011-06-24,27.565,3608458.0000,27.64,27.97,27.26,-0.5232767953807275
2011-06-27,27.46,1809367.0000,27.73,28.28,27.31,-0.38091783058226164
2011-06-28,28.11,889132.0000,27.79,28.25,27.67,2.3670793882010144
2011-06-29,28.29,1459208.0000,28.5,29.09,28.07,0.640341515474919
2011-06-30,29.13,946434.0000,28.5,29.33,28.4,2.969247083775185
2011-07-01,29.02,854839.0000,29.07,29.6,28.8,-0.3776175763817351
2011-07-05,29.14,995989.0000,29.02,29.52,28.71,0.41350792556857685
2011-07-06,28.96,926889.0000,29.14,29.14,28.55,-0.6177076183939592
2011-07-07,29.73,1327821.0000,29.14,30.0,29.01,2.658839779005523
2011-07-08,28.81,1240580.0000,29.89,29.89,28.59,-3.0945173225698004
2011-07-11,28.35,975703.0000,28.4,28.53,28.0,-1.5966678236723268
2011-07-12,28.17,1045306.0000,28.37,29.09,28.0,-0.6349206349206339
2011-07-13,28.64,1065942.0000,28.43,29.03,27.9,1.6684416045438368
2011-07-14,27.61,1158931.0000,28.53,28.96,27.25,-3.596368715083803
2011-07-15,27.58,708954.0000,27.79,27.83,27.4,-0.10865628395509284
2011-07-18,27.23,851877.0000,27.34,27.45,26.63,-1.2690355329949161
2011-07-19,27.89,1026048.0000,27.58,28.11,27.54,2.423797282409108
2011-07-20,28.69,3048294.0000,28.0,30.44,27.8,2.8684116170670517
2011-07-21,28.7,1011406.0000,28.91,29.16,28.1,0.03485535029626354
2011-07-22,29.29,583468.0000,28.7,29.54,28.5509,2.05574912891986
2011-07-25,28.49,673291.0000,29.01,29.25,28.44,-2.7313076135199754
2011-07-26,28.0,760532.0000,28.31,28.77,27.97,-1.7199017199017144
2011-07-27,27.64,958403.0000,28.5,28.5,27.51,-1.2857142857142836
2011-07-28,28.17,938629.0000,27.6,28.55,27.54,1.9175108538350256
2011-07-29,28.17,948127.0000,27.8,28.4,27.5,0.0
2011-08-01,28.77,1164822.0000,28.67,28.98,28.21,2.129925452609151
2011-08-02,27.34,1549220.0000,28.69,29.2,27.27,-4.970455335418838
2011-08-03,27.2,1790210.0000,27.5,27.83,26.336,-0.5120702267739596
2011-08-04,24.75,3064233.0000,26.51,26.89,24.67,-9.007352941176467
2011-08-05,24.24,1964376.0000,24.99,25.38,22.83,-2.0606060606060668
2011-08-08,23.64,2608472.0000,23.1,24.44,23.1,-2.475247524752467
2011-08-09,25.06,1333382.0000,24.15,25.45,23.7,6.006768189509298
2011-08-10,23.82,1564147.0000,25.44,25.44,23.63,-4.948124501197121
2011-08-11,25.3,829884.0000,24.04,25.75,24.0,6.21326616288833
2011-08-12,26.31,1009020.0000,25.6,27.14,25.36,3.992094861660071
2011-08-15,26.23,738572.0000,26.62,26.75,25.93,-0.30406689471683124
2011-08-16,26.1,537688.0000,26.13,26.54,25.83,-0.49561570720548614
2011-08-17,25.83,640922.0000,26.39,26.65,25.51,-1.0344827586207017
2011-08-18,24.26,1056569.0000,25.0,25.15,23.47,-6.078203639179237
2011-08-19,22.3,1375077.0000,23.86,24.22,22.0,-8.079142621599344
2011-08-22,21.95,986081.0000,23.11,23.8,21.68,-1.5695067264574054
2011-08-23,22.96,868968.0000,21.93,23.11,21.5,4.601366742596818
2011-08-24,23.87,684238.0000,23.1,23.93,22.83,3.9634146341463423
2011-08-25,23.11,679740.0000,23.87,23.87,22.9,-3.1839128613322227
2011-08-26,23.73,761756.0000,22.71,23.95,22.07,2.6828212894850756
2011-08-29,24.71,803302.0000,24.22,24.85,24.02,4.129793510324486
2011-08-30,24.63,366159.0000,24.5,24.77,24.09,-0.32375556454877313
2011-08-31,24.74,823735.0000,24.8,25.5,24.28,0.44660982541615685
2011-09-01,24.0,848085.0000,24.66,24.87,23.835,-2.9911075181891613
2011-09-02,23.07,769831.0000,23.66,23.99,22.68,-3.8749999999999987
2011-09-06,22.94,809760.0000,22.5,23.2,22.29,-0.5635023840485436
2011-09-07,23.84,459186.0000,23.39,24.0,23.28,3.923278116826497
2011-09-08,23.61,505697.0000,23.58,24.03,23.28,-0.9647651006711426
2011-09-09,22.97,669263.0000,23.37,23.57,22.55,-2.710715798390515
2011-09-12,22.88,566571.0000,22.5,23.31,22.45,-0.39181541140618137
2011-09-13,24.08,726461.0000,23.01,24.1,22.75,5.244755244755242
2011-09-14,24.34,830777.0000,24.25,24.84,23.79,1.0797342192691095
2011-09-15,24.82,562512.0000,24.58,24.93,24.33,1.9720624486442087
2011-09-16,25.8,1400093.0000,24.78,25.84,24.49,3.9484286865431124
2011-09-19,25.77,1157349.0000,24.95,25.81,23.82,-0.11627906976744626
2011-09-20,26.01,1180351.0000,25.98,26.6,25.67,0.9313154831199146
2011-09-21,25.85,987577.0000,25.95,26.95,25.7,-0.6151480199923112
2011-09-22,25.63,775802.0000,25.64,26.11,24.88,-0.8510638297872434
2011-09-23,26.38,1156328.0000,25.49,26.62,25.35,2.926258291065158
2011-09-26,25.52,934415.0000,26.52,26.52,24.9,-3.2600454890068216
2011-09-27,26.19,674429.0000,26.0,26.99,25.57,2.6253918495297874
2011-09-28,24.59,723206.0000,26.0,26.5,24.51,-6.1092019854906505
2011-09-29,24.12,929545.0000,25.72,25.82,23.55,-1.9113460756404996
2011-09-30,24.39,1336054.0000,24.8,24.89,23.49,1.119402985074625
2011-10-03,23.73,1023130.0000,24.95,25.0,23.25,-2.7060270602706034
2011-10-04,23.66,1200214.0000,23.29,24.32,22.93,-0.29498525073746434
2011-10-05,25.37,1229068.0000,24.03,25.835,23.35,7.22738799661877
2011-10-06,26.96,1769026.0000,25.37,27.6,25.02,6.267244777296018
2011-10-07,26.99,1311548.0000,26.98,27.6,26.05,0.11127596439168243
2011-10-10,27.88,923416.0000,27.31,28.18,27.0,3.2975175991107846
2011-10-11,27.61,575603.0000,27.51,27.77,27.09,-0.9684361549497833
2011-10-12,27.8,1123364.0000,27.25,28.0,27.2,0.6881564650489
2011-10-13,27.94,1043413.0000,27.63,28.47,27.44,0.5035971223021604
2011-10-14,28.05,1400469.0000,28.0,28.55,27.26,0.3937007874015727
2011-10-17,27.42,754439.0000,27.86,28.0,27.2601,-2.2459893048128303
2011-10-18,28.34,994690.0000,27.3,28.4275,26.71,3.3552151714077243
2011-10-19,27.57,792850.0000,28.02,28.06,27.3,-2.7170077628793208
2011-10-20,27.34,999647.0000,27.44,27.47,27.0,-0.8342401160681917
2011-10-21,28.03,1142550.0000,27.4,28.3,27.01,2.5237746891002244
2011-10-24,28.55,940550.0000,27.87,28.89,27.75,1.8551551908669268
2011-10-25,28.25,654371.0000,28.23,28.86,27.8,-1.0507880910683036
2011-10-26,27.98,510479.0000,28.19,28.37,27.4,-0.955752212389379
2011-10-27,28.76,869335.0000,28.34,28.95,28.11,2.7877055039313836
2011-10-28,29.87,1263973.0000,28.5,30.0,28.01,3.859527121001389
2011-10-31,29.37,1133969.0000,29.5,29.51,28.75,-1.6739203213927016
2011-11-01,28.88,635175.0000,28.39,28.92,28.0,-1.6683690840994279
2011-11-02,28.71,874876.0000,29.0,29.26,28.25,-0.588642659279772
2011-11-03,32.46,2509523.0000,30.0,32.49,29.53,13.061650992685475
2011-11-04,32.31,3032857.0000,31.46,32.4,30.51,-0.46210720887245404
2011-11-07,31.27,1265869.0000,31.64,32.0,30.75,-3.2188177034973773
2011-11-08,31.84,1167830.0000,31.37,32.0,30.72,1.8228333866325563
2011-11-09,30.88,953656.0000,30.87,31.49,30.3,-3.015075376884425
2011-11-10,31.33,747273.0000,30.94,31.5,30.65,1.4572538860103603
2011-11-11,33.64,3868276.0000,31.9,34.5,30.57,7.3731248005107
2011-11-14,33.22,1325656.0000,33.0,33.54,32.62,-1.248513674197389
2011-11-15,33.93,890805.0000,32.92,34.4,32.73,2.1372667068031332
2011-11-16,34.94,1832856.0000,33.48,35.0,33.4029,2.976716769820212
2011-11-17,33.68,1349265.0000,34.5,34.9,33.19,-3.6061820263308473
2011-11-18,32.6,902529.0000,33.64,34.11,32.54,-3.206650831353914
2011-11-21,31.76,1031524.0000,32.44,32.44,31.05,-2.5766871165644165
2011-11-22,32.07,732518.0000,31.76,32.79,31.05,0.9760705289672502
2011-11-23,31.45,451713.0000,31.76,32.05,31.25,-1.933270969753667
2011-11-25,31.66,239595.0000,31.55,32.41,31.08,0.667726550079494
2011-11-28,32.56,681124.0000,32.0,33.28,31.81,2.842703727100449
2011-11-29,31.75,591054.0000,32.49,33.07,31.63,-2.487714987714994
2011-11-30,32.74,760265.0000,32.5,32.93,32.22,3.1181102362204784
2011-12-01,32.6,1030108.0000,32.57,33.99,31.98,-0.42761148442272623
2011-12-02,33.3,802718.0000,32.83,33.69,32.4,2.1472392638036677
