district,state,cases,deaths,current_avg_growth_rate,day0,day1,day2,day3,day4,population,state_code,cases_per_million
Sambalpur,Odisha,0.0,0.0,,,,,,,1044410.0,OR,0.0
Sambhal,Uttar Pradesh,30.0,0.0,4.35,6.16,7.29,7.52,6.98,4.35,2217020.0,UP,13.531677657395964
Sangareddy,Telangana,7.0,0.0,,,,,,,1527628.0,TG,4.5822674106523325
Sangli,Maharashtra,41.0,1.0,19.0,6.67,6.67,5.0,9.0,19.0,2820575.0,MH,14.536043182684386
Sangrur,Punjab,88.0,0.0,0.0,7.81,0.71,0.23,0.0,0.0,1654408.0,PB,53.19123215071494
Sant Kabir Nagar,Uttar Pradesh,32.0,1.0,5.16,6.82,4.36,2.26,3.8,5.16,1714300.0,UP,18.66651111240739
Saraikela-Kharsawan,Jharkhand,0.0,0.0,,,,,,,1063458.0,JH,0.0
Saraikela-kharsawan,Jharkhand,0.0,0.0,,,,,,,1063458.0,JH,0.0
Saran,Bihar,10.0,0.0,3.33,0.0,0.0,0.0,0.0,3.33,3943098.0,BR,2.5360769628348065
Satara,Maharashtra,125.0,2.0,11.11,13.97,19.99,13.87,11.91,11.11,3003922.0,MH,41.61226556481826
Satna,Madhya Pradesh,7.0,1.0,,,,,,,2228619.0,MP,3.140958593640277
Sawai Madhopur,Rajasthan,16.0,1.0,,,,,,,1338114.0,RJ,11.957127718565085
Sehore,Madhya Pradesh,4.0,1.0,,,,,,,1311008.0,MP,3.0510874075520515
Senapati,Manipur,0.0,0.0,,,,,,,354772.0,MN,0.0
Seoni,Madhya Pradesh,1.0,0.0,,,,,,,1378876.0,MP,0.7252283744151032
Serchhip,Mizoram,0.0,0.0,,,,,,,64875.0,MZ,0.0
Shahdol,Madhya Pradesh,3.0,0.0,,,,,,,1064989.0,MP,2.8169305035075487
Shahid Bhagat Singh Nagar,Punjab,104.0,1.0,0.0,9.0,9.0,9.0,4.0,0.0,614362.0,PB,169.28130320560192
Shahjahanpur,Uttar Pradesh,1.0,0.0,,,,,,,3002376.0,UP,0.33306954225586666
Shajapur,Madhya Pradesh,8.0,1.0,,,,,,,1512353.0,MP,5.289770311560859
Shamli,Uttar Pradesh,32.0,0.0,,,,,,,1274815.0,UP,25.1016814204414
Sheikhpura,Bihar,10.0,0.0,,,,,,,634927.0,BR,15.749842107832869
Sheohar,Bihar,3.0,0.0,0.0,,,,0.0,0.0,656916.0,BR,4.566793927990794
Sheopur,Madhya Pradesh,4.0,0.0,,,,,,,687952.0,MP,5.814359141335442
Shi Yomi,Arunachal Pradesh,0.0,0.0,,,,,,,13310.0,AR,0.0
Shimla,Himachal Pradesh,1.0,0.0,,,,,,,813384.0,HP,1.2294316091784447
Shivamogga,Karnataka,8.0,0.0,,,,,,,1755512.0,KA,4.557075086926207
Shivpuri,Madhya Pradesh,3.0,0.0,,,,,,,1725818.0,MP,1.7383061249795748
Shrawasti,Uttar Pradesh,12.0,1.0,5.36,21.86,17.69,12.69,8.69,5.36,1114615.0,UP,10.766049263647089
Shupiyan,Jammu and Kashmir,105.0,0.0,4.9,7.61,6.33,6.15,6.28,4.9,265960.0,JK,394.79620995638436
Siang,Arunachal Pradesh,0.0,0.0,,,,,,,31920.0,AR,0.0
Siddharthnagar,Uttar Pradesh,30.0,0.0,8.52,28.58,9.91,8.16,6.73,8.52,2553526.0,UP,11.748460755833307
Siddipet,Telangana,1.0,0.0,,,,,,,993376.0,TG,1.0066681699578004
Sidhi,Madhya Pradesh,1.0,0.0,,,,,,,1126515.0,MP,0.8876934616938078
Sikar,Rajasthan,12.0,2.0,3.33,25.67,15.67,9.0,4.0,3.33,2677737.0,RJ,4.481396044495781
Simdega,Jharkhand,2.0,0.0,,,,,,,599813.0,JH,3.3343725461102043
Sindhudurg,Maharashtra,7.0,0.0,16.67,,,,36.67,16.67,848868.0,MH,8.246276217268173
Singrauli,Madhya Pradesh,0.0,0.0,,,,,,,1178132.0,MP,0.0
Sipahijala,Tripura,0.0,0.0,,,,,,,484233.0,TR,0.0
Sirmaur,Himachal Pradesh,2.0,0.0,,,,,,,530164.0,HP,3.772417591537713
Sirohi,Rajasthan,14.0,0.0,,,,,,,1037185.0,RJ,13.498074114068368
Sirsa,Haryana,7.0,0.0,,,,,,,1295114.0,HR,5.404929604652564
Sitamarhi,Bihar,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3419622.0,BR,2.047009874190773
Sitapur,Uttar Pradesh,26.0,0.0,,,,,,,4474446.0,UP,5.810775233403198
Sivaganga,Tamil Nadu,12.0,0.0,,,,,,,1341250.0,TN,8.946877912395154
Sivasagar,Assam,0.0,0.0,,,,,,,1150253.0,AS,0.0
Siwan,Bihar,38.0,0.0,40.0,20.0,0.0,0.0,0.0,40.0,3318176.0,BR,11.452074874871016
Solan,Himachal Pradesh,9.0,1.0,,,,,,,576670.0,HP,15.606846203201135
Solapur,Maharashtra,320.0,19.0,16.89,16.91,24.6,16.59,16.98,16.89,4315527.0,MH,74.15085110115173
Sonbhadra,Uttar Pradesh,1.0,0.0,,,,,,,1862612.0,UP,0.5368804667853531
Sonipat,Haryana,120.0,0.0,8.54,5.17,6.44,6.66,9.14,8.54,1480080.0,HR,81.07669855683477
Sonitpur,Assam,0.0,0.0,,,,,,,1925975.0,AS,0.0
South 24 Parganas,West Bengal,74.0,2.0,9.5,26.55,18.77,8.53,11.39,9.5,8153176.0,WB,9.076217660455264
South Andaman,Andaman and Nicobar Islands,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238142.0,AN,134.37360902318784
South District,Sikkim,0.0,0.0,,,,,,,146742.0,SK,0.0
South Garo Hills,Meghalaya,0.0,0.0,,,,,,,142574.0,ML,0.0
South Goa,Goa,1.0,0.0,,,,,,,639962.0,GA,1.5625927789462501
South Salmara Mancachar,Assam,1.0,0.0,,,,,,,555114.0,AS,1.801431777977136
South Tripura,Tripura,0.0,0.0,,,,,,,433737.0,TR,0.0
South West Garo Hills,Meghalaya,0.0,0.0,,,,,,,172495.0,ML,0.0
South West Khasi Hills,Meghalaya,0.0,0.0,,,,,,,110152.0,ML,0.0
Sri Muktsar Sahib,Punjab,65.0,0.0,0.0,1.52,0.36,0.0,0.0,0.0,902702.0,PB,72.00604407656127
Srikakulam,Andhra Pradesh,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699471.0,AP,1.8522147487415128
Srinagar,Jammu and Kashmir,136.0,4.0,2.72,12.1,11.36,4.89,4.0,2.72,1269751.0,JK,107.1076140125111
Subarnapur,Odisha,0.0,0.0,,,,,,,652107.0,OR,0.0
Sukma,Chhattisgarh,0.0,0.0,,,,,,,249000.0,CT,0.0
Sultanpur,Uttar Pradesh,9.0,0.0,,,,,,,3790922.0,UP,2.3740926349843123
Sundargarh,Odisha,23.0,0.0,19.54,10.21,13.86,16.34,18.15,19.54,2080664.0,OR,11.054163478581836
Supaul,Bihar,7.0,0.0,,,,,,,2228397.0,BR,3.141271505930048
Surajpur,Chhattisgarh,6.0,0.0,,,,,,,660280.0,CT,9.087053977100622
Surat,Gujarat,967.0,43.0,6.2,8.61,9.3,8.08,6.63,6.2,4996391.0,GJ,193.5396969532609
Surendranagar,Gujarat,3.0,0.0,,,,,,,1755873.0,GJ,1.7085518143965992
Surguja,Chhattisgarh,0.0,0.0,,,,,,,420661.0,CT,0.0
Suryapet,Telangana,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099560.0,TG,75.48473935028557
Tamenglong,Manipur,0.0,0.0,,,,,,,140143.0,MN,0.0
Tapi,Gujarat,2.0,0.0,,,,,,,806489.0,GJ,2.479885032529892
Tarn Taran,Punjab,158.0,0.0,1.27,59.63,17.33,13.1,2.99,1.27,1120070.0,PB,141.0626121581687
Tawang,Arunachal Pradesh,0.0,0.0,,,,,,,49950.0,AR,0.0
Tehri Garhwal,Uttarakhand,0.0,0.0,,,,,,,616409.0,UT,0.0
Tengnoupal,Manipur,0.0,0.0,,,,,,,,MN,
Tenkasi,Tamil Nadu,50.0,0.0,0.0,4.87,3.54,2.29,1.11,0.0,1407627.0,TN,35.520773614032706
Thane,Maharashtra,3065.0,25.0,12.27,19.95,21.53,16.67,12.72,12.27,11060148.0,MH,277.12106564939273
Thanjavur,Tamil Nadu,65.0,0.0,12.91,50.67,33.52,26.02,14.91,12.91,2402781.0,TN,27.051986843578334
The Dangs,Gujarat,0.0,0.0,,,,,,,226769.0,GJ,0.0
The Nilgiris,Tamil Nadu,0.0,0.0,,,,,,,735071.0,TN,0.0
Theni,Tamil Nadu,72.0,1.0,27.55,,,51.8,24.88,27.55,1243684.0,TN,57.892519321628335
Thiruvallur,Tamil Nadu,495.0,3.0,14.91,48.6,41.47,35.97,23.47,14.91,3725697.0,TN,132.8610458660487
Thiruvananthapuram,Kerala,17.0,1.0,,,,,,,3307284.0,KL,5.140169395794253
Thiruvarur,Tamil Nadu,33.0,0.0,0.0,,20.0,0.0,0.0,0.0,1268094.0,TN,26.023307420427823
Thoothukudi,Tamil Nadu,36.0,1.0,46.67,,,,40.0,46.67,1738376.0,TN,20.70898355706705
Thoubal,Manipur,0.0,0.0,,,,,,,420517.0,MN,0.0
Thrissur,Kerala,15.0,0.0,,,,,,,3110327.0,KL,4.82264404996645
Tikamgarh,Madhya Pradesh,3.0,0.0,,,,,,,1444920.0,MP,2.076239514990449
Tinsukia,Assam,0.0,0.0,,,,,,,1316948.0,AS,0.0
Tirap,Arunachal Pradesh,0.0,0.0,,,,,,,111997.0,AR,0.0
Tiruchirappalli,Tamil Nadu,65.0,0.0,0.0,,72.86,52.86,2.86,0.0,2713858.0,TN,23.95114261689447
Tirunelveli,Tamil Nadu,101.0,1.0,39.17,,,115.01,55.72,39.17,1665253.0,TN,60.65144455527178
Tirupathur,Tamil Nadu,28.0,0.0,18.22,,63.22,43.22,23.22,18.22,1111812.0,TN,25.184113860976485
Tiruppur,Tamil Nadu,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471222.0,TN,46.131023436987846
Tiruvannamalai,Tamil Nadu,129.0,0.0,17.97,37.5,36.41,35.41,18.42,17.97,2468965.0,TN,52.24861429789406
Tonk,Rajasthan,144.0,1.0,5.02,0.0,0.0,1.82,3.48,5.02,1421711.0,RJ,101.28640771577345
Tuensang,Nagaland,0.0,0.0,,,,,,,414801.0,NL,0.0
Tumakuru,Karnataka,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2681449.0,KA,4.1022596364875845
Udaipur,Rajasthan,257.0,0.0,29.62,138.17,144.69,152.72,157.64,29.62,3067549.0,RJ,83.78024279318765
Udalguri,Assam,0.0,0.0,,,,,,,832769.0,AS,0.0
Udham Singh Nagar,Uttarakhand,13.0,0.0,,,,,,,1648367.0,UT,7.8865932161951795
Udhampur,Jammu and Kashmir,22.0,1.0,0.0,,,20.0,0.0,0.0,555357.0,JK,39.61415810010497
Udupi,Karnataka,3.0,0.0,,,,,,,1177908.0,KA,2.5468882119825995
Ujjain,Madhya Pradesh,269.0,45.0,5.69,10.16,8.89,7.72,6.82,5.69,1986864.0,MP,135.38923650536725
Ukhrul,Manipur,0.0,0.0,,,,,,,183115.0,MN,0.0
Umaria,Madhya Pradesh,0.0,0.0,,,,,,,643579.0,MP,0.0
Una,Himachal Pradesh,17.0,0.0,,,,,,,521057.0,HP,32.625989095242936
Unnao,Uttar Pradesh,6.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,3110595.0,UP,1.9288914178798588
Unokoti,Tripura,0.0,0.0,,,,,,,277335.0,TR,0.0
Upper Dibang Valley,Arunachal Pradesh,0.0,0.0,,,,,,,7948.0,AR,0.0
Upper Siang,Arunachal Pradesh,0.0,0.0,,,,,,,35289.0,AR,0.0
Upper Subansiri,Arunachal Pradesh,0.0,0.0,,,,,,,83205.0,AR,0.0
Uttar Bastar Kanker,Chhattisgarh,0.0,0.0,,,,,,,748593.0,CT,0.0
Uttar Dinajpur,West Bengal,4.0,0.0,,,,,,,3000849.0,WB,1.3329561067551217
Uttara Kannada,Karnataka,41.0,0.0,19.3,,,46.09,27.76,19.3,1353299.0,KA,30.29633510406791
Uttarkashi,Uttarakhand,1.0,0.0,,,,,,,329686.0,UT,3.0331891557421296
Vadodara,Gujarat,592.0,32.0,8.38,10.0,9.5,9.74,9.55,8.38,3639775.0,GJ,162.64741639249678
Vaishali,Bihar,4.0,1.0,,,,,,,3495021.0,BR,1.1444852548811582
Valsad,Gujarat,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1703068.0,GJ,3.5230536889895183
Varanasi,Uttar Pradesh,90.0,1.0,2.26,8.07,6.32,4.6,3.19,2.26,3682194.0,UP,24.441949555075045
Vellore,Tamil Nadu,35.0,1.0,30.0,,,,30.0,30.0,1614242.0,TN,21.682003070171643
Vidisha,Madhya Pradesh,13.0,0.0,,,,,,,1458212.0,MP,8.915027444569102
Vijayapura,Karnataka,52.0,3.0,7.4,8.02,7.18,6.49,6.98,7.4,2175102.0,KA,23.906924824674892
Vikarabad,Telangana,37.0,1.0,,,,,,,881250.0,TG,41.98581560283688
Viluppuram,Tamil Nadu,316.0,2.0,8.12,22.61,17.87,17.12,10.05,8.12,2093003.0,TN,150.97923892130112
Virudhunagar,Tamil Nadu,45.0,0.0,10.74,3.82,3.48,5.02,10.74,10.74,1943309.0,TN,23.156379145056192
Visakhapatnam,Andhra Pradesh,66.0,1.0,4.95,27.45,24.63,23.27,14.52,4.95,4288113.0,AP,15.391385441568351
Vizianagaram,Andhra Pradesh,4.0,0.0,,,,,,,2342868.0,AP,1.7073091612502285
Wanaparthy,Telangana,0.0,0.0,,,,,,,751553.0,TG,0.0
Warangal Rural,Telangana,0.0,0.0,,,,,,,716457.0,TG,0.0
Warangal Urban,Telangana,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135707.0,TG,23.77373741642871
Wardha,Maharashtra,1.0,1.0,,,,,,,1296157.0,MH,0.7715114758474475
Washim,Maharashtra,3.0,0.0,,,,,,,1196714.0,MH,2.5068646309811697
Wayanad,Kerala,13.0,0.0,15.67,10.0,0.0,6.67,11.67,15.67,816558.0,KL,15.920485746266644
West Champaran,Bihar,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3935042.0,BR,6.353172342252001
West District,Sikkim,0.0,0.0,,,,,,,136299.0,SK,0.0
West Garo Hills,Meghalaya,0.0,0.0,,,,,,,642923.0,ML,0.0
West Godavari,Andhra Pradesh,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3934782.0,AP,17.281770629224187
West Jaintia Hills,Meghalaya,0.0,0.0,,,,,,,270352.0,ML,0.0
West Kameng,Arunachal Pradesh,0.0,0.0,,,,,,,87013.0,AR,0.0
West Karbi Anglong,Assam,0.0,0.0,,,,,,,300320.0,AS,0.0
West Khasi Hills,Meghalaya,0.0,0.0,,,,,,,385601.0,ML,0.0
West Siang,Arunachal Pradesh,0.0,0.0,,,,,,,112272.0,AR,0.0
West Singhbhum,Jharkhand,0.0,0.0,,,,,,,1501619.0,JH,0.0
West Tripura,Tripura,0.0,0.0,,,,,,,917534.0,TR,0.0
Wokha,Nagaland,0.0,0.0,,,,,,,166239.0,NL,0.0
Y.S.R.,Andhra Pradesh,97.0,0.0,1.07,7.27,6.31,5.62,1.62,1.07,2884524.0,AP,33.62773199321621
Yadadri Bhuvanagiri,Telangana,12.0,0.0,,,,,,,726465.0,TG,16.518345687679382
Yadgir,Karnataka,2.0,0.0,,,,,,,1172985.0,KA,1.7050516417515995
Yamunanagar,Haryana,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1214162.0,HR,6.5889065874240815
Yanam,Puducherry,0.0,0.0,,,,,,,55626.0,PY,0.0
Yavatmal,Maharashtra,99.0,0.0,3.0,3.91,4.78,4.15,3.56,3.0,2775457.0,MH,35.66980140567842
Zunheboto,Nagaland,0.0,0.0,,,,,,,141014.0,NL,0.0
